order_id,risk_score,risk_band,top_3_risk_reasons,recommended_action,evidence_fields
O000000235,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000227,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004235,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004212,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004222,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004218,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004208,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004229,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004231,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=7
O000004205,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004242,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000004228,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004219,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004239,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004216,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004238,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004214,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=4
O000004209,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000228,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004618,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000201,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000192,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000199,0,Low,,Auto process,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=6
O000000191,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004236,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004207,0,Medium,,Call verification,discount_pct=0.0; payment_failures=1; device_reuse=1; total_qty=1
O000004210,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000004213,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004206,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=7
O000004243,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004241,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004204,0,Medium,,Call verification,discount_pct=0.28; payment_failures=0; device_reuse=1; total_qty=4
O000004203,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000004237,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004275,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004250,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004273,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000004267,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004252,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004244,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004253,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004251,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004262,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=3
O000004224,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000000240,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000233,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000218,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000237,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000232,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000238,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000205,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000211,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000000210,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000194,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=8
O000000195,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004266,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004259,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004265,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=3
O000004246,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=6
O000004270,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004249,0,Medium,,Call verification,discount_pct=0.14; payment_failures=0; device_reuse=1; total_qty=5
O000004257,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004255,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004256,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004264,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004258,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004298,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004277,0,Medium,,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=2
O000004303,0,Medium,,Call verification,discount_pct=0.07; payment_failures=0; device_reuse=1; total_qty=4
O000004287,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=0; total_qty=9
O000004295,0,Medium,,Call verification,discount_pct=0.04; payment_failures=1; device_reuse=1; total_qty=5
O000004290,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004269,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004245,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000207,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000214,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000197,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000202,0,Low,,Auto process,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=8
O000000203,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000209,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000196,0,Low,,Auto process,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=2
O000000206,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000174,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000181,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000000172,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000176,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000185,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000177,0,Low,,Auto process,discount_pct=0.08; payment_failures=0; device_reuse=1; total_qty=1
O000000178,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000004285,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004284,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004296,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004279,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004293,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004283,0,Medium,,Call verification,discount_pct=0.18; payment_failures=0; device_reuse=1; total_qty=3
O000004286,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004300,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=8
O000004292,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000155,0,Low,,Auto process,discount_pct=0.14; payment_failures=0; device_reuse=1; total_qty=3
O000000165,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000004320,0,Medium,,Call verification,discount_pct=0.05; payment_failures=0; device_reuse=0; total_qty=3
O000004319,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004316,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004311,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004313,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004324,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004314,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
O000004327,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004322,0,Medium,,Call verification,discount_pct=0.1; payment_failures=0; device_reuse=1; total_qty=3
O000004312,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=10
O000004304,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004317,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000189,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000184,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004342,0,Medium,,Call verification,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=7
O000004347,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004334,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004339,0,Medium,,Call verification,discount_pct=0.09; payment_failures=0; device_reuse=0; total_qty=1
O000004348,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004329,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000004321,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=1
O000004307,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=5
O000004323,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004326,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000179,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000183,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=7
O000000163,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000170,0,Low,,Auto process,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=6
O000000161,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=6
O000000169,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=5
O000000167,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000000168,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000000140,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000000152,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000150,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000142,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=9
O000000143,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000000151,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000000141,0,Low,,Auto process,discount_pct=0.09; payment_failures=0; device_reuse=1; total_qty=6
O000004351,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004354,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004332,0,Medium,,Call verification,discount_pct=0.02; payment_failures=0; device_reuse=1; total_qty=1
O000004344,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=8
O000004350,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004345,0,Medium,,Call verification,discount_pct=0.03; payment_failures=0; device_reuse=1; total_qty=8
O000004357,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004365,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004377,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004366,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=8
O000004369,0,Medium,,Call verification,discount_pct=0.01; payment_failures=0; device_reuse=1; total_qty=10
O000004373,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=1
O000004374,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004363,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=7
O000004370,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=10
O000004359,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=2
O000004333,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=3
O000004336,0,Medium,,Call verification,discount_pct=0.0; payment_failures=0; device_reuse=1; total_qty=4
O000004355,0,Medium,,Call verification,discount_pct=0.04; payment_failures=0; device_reuse=1; total_qty=1
O000000156,0,Low,,Auto process,discount_pct=0.0; payment_failures=0; device_reuse=0; total_qty=2
